iter	Passed	Remaining
1100	68255	55732
1101	68307	55662
1102	68360	55593
1103	68412	55522
1104	68465	55453
1105	68519	55385
1106	68578	55321
1107	68636	55256
1108	68693	55189
1109	68754	55127
1110	68912	55142
1111	68982	55086
1112	69051	55030
1113	69103	54960
1114	69158	54892
1115	69211	54823
1116	69262	54752
1117	69321	54688
1118	69374	54618
1119	69434	54555
1120	69488	54487
1121	69535	54413
1122	69586	54343
1123	69639	54274
1124	69696	54208
1125	69754	54143
1126	69812	54078
1127	69868	54012
1128	69933	53952
1129	70181	54033
1130	70244	53971
1131	70306	53909
1132	70356	53838
1133	70418	53776
1134	70470	53706
1135	70525	53639
1136	70580	53571
1137	70630	53500
1138	70691	53437
1139	70744	53368
1140	70799	53301
1141	70858	53236
1142	70906	53164
1143	70963	53098
1144	71015	53029
1145	71076	52966
1146	71133	52900
1147	71199	52841
1148	71355	52849
1149	71407	52779
1150	71455	52707
1151	71504	52635
1152	71568	52574
1153	71621	52506
1154	71674	52437
1155	71726	52368
1156	71784	52303
1157	71837	52234
1158	71891	52165
1159	71952	52103
1160	72010	52038
1161	72070	51974
1162	72129	51911
1163	72191	51848
1164	72251	51785
1165	72301	51714
1166	72359	51650
1167	72456	51613
1168	72577	51592
1169	72634	51526
1170	72685	51456
1171	72746	51394
1172	72806	51330
1173	72866	51267
1174	72925	51203
1175	72980	51136
1176	73041	51072
1177	73092	51003
1178	73141	50932
1179	73203	50870
1180	73265	50808
1181	73326	50745
1182	73375	50674
1183	73431	50608
1184	73479	50536
1185	73529	50466
1186	73634	50433
1187	73753	50410
1188	73811	50345
1189	73872	50283
1190	73925	50215
1191	73974	50143
1192	74028	50076
1193	74078	50005
1194	74136	49941
1195	74193	49876
1196	74267	49821
1197	74333	49762
1198	74389	49696
1199	74446	49631
1200	74494	49559
1201	74544	49489
1202	74601	49424
1203	74656	49357
1204	74709	49289
1205	74910	49318
1206	75023	49290
1207	75082	49226
1208	75138	49160
1209	75199	49097
1210	75252	49029
1211	75306	48961
1212	75366	48898
1213	75422	48831
1214	75472	48761
1215	75527	48695
1216	75582	48628
1217	75635	48560
1218	75692	48495
1219	75742	48425
1220	75797	48358
1221	75848	48289
1222	75905	48224
1223	75951	48152
1224	76011	48088
1225	76076	48028
1226	76253	48039
1227	76319	47979
1228	76374	47912
1229	76432	47847
1230	76487	47781
1231	76539	47713
1232	76592	47645
1233	76654	47582
1234	76702	47512
1235	76768	47452
1236	76823	47385
1237	76883	47322
1238	76941	47258
1239	76994	47189
1240	77044	47120
1241	77105	47057
1242	77163	46993
1243	77222	46929
1244	77331	46895
1245	77454	46870
1246	77503	46800
1247	77554	46731
1248	77606	46663
1249	77658	46595
1250	77712	46528
1251	77760	46457
1252	77806	46386
1253	77861	46319
1254	77918	46254
1255	77977	46190
1256	78028	46121
1257	78082	46055
1258	78143	45992
1259	78201	45927
1260	78253	45859
1261	78306	45792
1262	78361	45726
1263	78413	45658
1264	78490	45605
1265	78665	45608
1266	78717	45540
1267	78767	45471
1268	78824	45406
1269	78872	45336
1270	78930	45271
1271	78995	45211
1272	79045	45142
1273	79094	45072
1274	79148	45006
1275	79216	44947
1276	79276	44884
1277	79327	44815
1278	79385	44751
1279	79443	44687
1280	79491	44617
1281	79547	44551
1282	79603	44486
1283	79658	44420
1284	79883	44448
1285	79971	44400
1286	80026	44334
1287	80079	44267
1288	80138	44203
1289	80193	44137
1290	80246	44070
1291	80301	44004
1292	80349	43934
1293	80411	43871
1294	80471	43808
1295	80529	43744
1296	80587	43679
1297	80645	43615
1298	80699	43549
1299	80758	43485
1300	80813	43419
1301	80873	43355
1302	80931	43292
1303	81064	43267
1304	81157	43221
1305	81206	43152
1306	81256	43083
1307	81310	43017
1308	81354	42945
1309	81408	42879
1310	81469	42816
1311	81514	42745
1312	81567	42678
1313	81630	42616
1314	81687	42552
1315	81736	42483
1316	81786	42414
1317	81837	42347
1318	81884	42277
1319	81939	42211
1320	81987	42142
1321	82040	42075
1322	82097	42010
1323	82157	41947
1324	82318	41935
1325	82375	41871
1326	82435	41807
1327	82496	41745
1328	82546	41677
1329	82603	41612
1330	82653	41544
1331	82703	41476
1332	82757	41410
1333	82813	41344
1334	82867	41278
1335	82924	41214
1336	82976	41146
1337	83026	41078
1338	83081	41013
1339	83135	40947
1340	83187	40880
1341	83243	40815
1342	83290	40745
1343	83345	40680
1344	83598	40711
1345	83655	40646
1346	83714	40583
1347	83765	40515
1348	83820	40450
1349	83870	40382
1350	83926	40317
1351	83978	40250
1352	84030	40183
1353	84093	40121
1354	84164	40063
1355	84222	39999
1356	84280	39935
1357	84336	39870
1358	84386	39802
1359	84441	39737
1360	84495	39671
1361	84551	39606
1362	84614	39544
1363	84785	39533
1364	84847	39470
1365	84904	39406
1366	84960	39341
1367	85014	39275
1368	85066	39208
1369	85123	39144
1370	85180	39080
1371	85236	39014
1372	85288	38948
1373	85342	38882
1374	85397	38816
1375	85447	38749
1376	85501	38683
1377	85552	38616
1378	85606	38550
1379	85661	38485
1380	85720	38422
1381	85777	38357
1382	85864	38306
1383	86015	38284
1384	86073	38220
1385	86133	38157
1386	86188	38091
1387	86240	38025
1388	86304	37964
1389	86353	37896
1390	86407	37830
1391	86468	37767
1392	86526	37703
1393	86584	37640
1394	86639	37574
1395	86700	37512
1396	86747	37443
1397	86803	37378
